Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Source_File,Year,Source_Month,Source_URL
Q054178,Selective,3-Year Term Contract for Tree Inspection Services for Property Division,"Wing Ho Yuen Landscaping Company LimitedLot 48RP, DD210, Pak Wai Village, Sai Kung, New Territories, Hong Kong",3 Years,Not Disclosed,31 Aug 2017,MTR_Tender_Aug17_table1.csv,2017,Aug17,https://www.mtr.com.hk/en/corporate/tenders/Aug17.html
M1065.B-16E,Selective,Maintenance Services for Building Services at SIL(E),"REC Engineering Company LimitedUnits A-D, 15/F, Goodman Kwai Chung Logistics Centre,585-609 Castle Peak Road,Kwai Chung, New Territories,Hong Kong",Not Applicable,"HK$66,285,225",28 Jun 2017,MTR_Tender_Jun17_table1.csv,2017,Jun17,https://www.mtr.com.hk/en/corporate/tenders/Jun17.html
M1124-17E,Selective,Managed Security Services for Operating Railway Data Networks,"Automated Systems (H.K.) Limited15/F., Topsail Plaza,11 On Sum Street,Shatin, New Territories,Hong Kong",Not Applicable,"HK$5,980,528",19 Jun 2017,MTR_Tender_Jun17_table1.csv,2017,Jun17,https://www.mtr.com.hk/en/corporate/tenders/Jun17.html
Q051823,Selective,Provision of Term Workers for MTRCL Managed Properties within New Territories Region,"Advance Engineering (Development) LimitedUnit J & K, 9/F, World Tech Centre,95 How Ming Street, Kwun Tong,Kowloon, Hong Kong",3 Years,"HK$42,457,500",16 Jun 2017,MTR_Tender_Jun17_table1.csv,2017,Jun17,https://www.mtr.com.hk/en/corporate/tenders/Jun17.html
M1135-17(A),Selective,Cleaning Services for Operaing Railway - Packages 1 and 2,"ISS Facilities Services Limited6/F, Dorset House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",Not Applicable,"HK$348,237,108",15 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
M1135-17(B),Selective,Cleaning Services for Operaing Railway - Package 5,"ISS Facilities Services Limited6/F, Dorset House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",Not Applicable,"HK$197,740,656",15 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
M1135-17(C),Selective,"Cleaning Services for Operaing Railway - Packages 3, 4, 6 and 7","Winson Cleaning Service Co LtdUnit 1-8, 10/F, One Midtown, 11 Hoi Shing Road, Tsuen Wan, Hong Kong",Not Applicable,"HK$376,184,052",15 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q050427,Selective,Provision of Global Custody and Fund Accounting Services for the MTR Corporation Limited Retirement Scheme,"HSBC Institutional Trust Services (Asia) Limited17/F, Tower 2 & 3, HSBC Centre, 1 Sham Mong Road, Hong Kong",36 Months,Not Disclosed,14 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q051294,Selective,Renovation at Paradise Mall (for Phase II),"Thomas Lo Contracting LimitedRoom 1202, 12/F., Billion Plaza,8 Cheung Yue Street,Cheung Sha Wan, Kowloon,Hong Kong",1 Job,"HK$62,995,030",2 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q052309,Selective,Provision of Promoter Services for MTR Malls,"Adecco Personnel Limited12/F., Fortis Tower,77-79 Gloucester Road,Wanchai, Hong Kong",Not Applicable,"HK$6,915,312",1 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q052750,Selective,Provision of Term Workers for Investment Properties,"Kum Shing (K F) Construction Company LimitedUG 8, Phase II, Newport Centre116 Ma Tau Kok Road,To Kwa Wan, Kowloon, Hong Kong",3 Years,"HK$139,049,064",28 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q053425,Selective,Term Contracts for General Building Repair and Shop Repartitioning Works for Investment Properties at West Region(Package 2),"Kar Cheung Engineering CompanyUnit 7, 17/F, Kowloon Plaza,485 Castle Peak Road,Lai Chi Kok, Kowloon, Hong Kong",3 Years,"HK$46,000,000",24 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q054704,Selective,Provision of Inkjet Printing Services for Signage,"DCG Display & Design Company LimitedFlat A, 10/F, Wing Tai Centre, 12 Hing Yip Street, Kwun Tong, Kowloon, Kong Kong",24 Months,Not Disclosed,22 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
Q056046,Limited*,C1408 - Solid State Interlocking Data Modification for Provision of Axle Counter at Hong Kong Station of Tung Chung Line Crossings,"ALSTOM Hong Kong LimitedRooms 1011/1012, 10/F, New Kowloon Plaza,38 Tai Kok Tsui Road,Kowloon, Hong Kong",1 Job,"HK$5,307,229",22 Nov 2017,MTR_Tender_Nov17_table1.csv,2017,Nov17,https://www.mtr.com.hk/en/corporate/tenders/Nov17.html
914,Selective,"South Island Line (East): External Works in Harcourt Garden, Admiralty","Build King Construction LimitedUnits 601-605A, 6/F, Tower B,Manulife Financial Centre,223 Wai Yip Street, Kwun Tong,Kowloon, Hong Kong",Not Applicable,"HK$112,766,535",11 Jan 2017,MTR_Tender_Jan17_table1.csv,2017,Jan17,https://www.mtr.com.hk/en/corporate/tenders/Jan17.html
8211,Selective,Express Rail Link: Green Wall for West Kowloon Terminus,"Strongly International LimitedUnit 2, 2/F., Metro Centre II By Collection, 21 Lam Hing Street, Kowloon Bay, Hong Kong",1 Job,"HK$2,744,529",25 Jan 2017,MTR_Tender_Jan17_table1.csv,2017,Jan17,https://www.mtr.com.hk/en/corporate/tenders/Jan17.html
T0954-16C,Selective,Provision of Term Workers for Station Based Maintenance,"Hop Yuen Construction Company2/F., Hop Yeun Centre, 171 Queen's Road Central, Hong Kong",2 Years,Not Disclosed,11 Jan 2017,MTR_Tender_Jan17_table1.csv,2017,Jan17,https://www.mtr.com.hk/en/corporate/tenders/Jan17.html
8221,Selective,Miscellaneous Works and ABWF at Shek Kong Emergency Rescue Siding and Tsat Sing Kong,"U-Tech Engineering Company Limited6/F, 100 To Kwa Wan RoadKowloon, Hong Kong",1 Job,"HK$28,010,035",7 Sep 2017,MTR_Tender_Sep17_table1.csv,2017,Sep17,https://www.mtr.com.hk/en/corporate/tenders/Sep17.html
Q048140,Selective,Alternation and Addition Works and Renovation Works at G/F and 1/F of Maritime Square,"Ka Shun Contractors LimitedRoom 2801, 28/F, Asia Trade Centre, 79 Lei Muk Road, Kwai Chung, NT, Hong Kong",1 Job,"HK$86,498,666",18 Sep 2017,MTR_Tender_Sep17_table1.csv,2017,Sep17,https://www.mtr.com.hk/en/corporate/tenders/Sep17.html
Q050042,Selective,Provision of Sanitary & Hygiene Products,"Watson Hygiene Services LimitedUnits 10-11, 3/F, Hong Leong Industrial Complex, 4 Wang Kwong Road, Kowloon Bay, Hong Kong",3 Years,Not Disclosed,19 Sep 2017,MTR_Tender_Sep17_table1.csv,2017,Sep17,https://www.mtr.com.hk/en/corporate/tenders/Sep17.html
Q052737,Selective,Provision of Preparation Works for COR Examination of MTR Buses,"Wah Kee Auto Body Works Company LimitedFlat 803, 8/F, Kin Wing Industrial Building, Kin Wing Street, Tuen Mun, New Territories, Hong Kong",9 Items,"(Estimate) HK$$8,416,000",28 Sep 2017,MTR_Tender_Sep17_table1.csv,2017,Sep17,https://www.mtr.com.hk/en/corporate/tenders/Sep17.html
Q046863,Selective,Office Leasing & Marketing Agency Service for Central 18 Floors,"Savills (Hong Kong) Limited23/F, Two Exchange Square, 8 Connaught Place, Central, Hong Kong",36 Months,"HK$$16,000,000",30 Nov 2016,MTR_Tender_Feb17_table1.csv,2017,Feb17,https://www.mtr.com.hk/en/corporate/tenders/Feb17.html
Q050624,Selective,Stationary Type Direct Current Flash Butt Welding Machine,"Schlatter Industries AGBrandstrasse 24,CH-8952 Schlieren,Switzerland",1 Job,"CHF1,998,000",5 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
Q053342,Selective,Advertising Sales Agency Service for Intercity Train and Station,"HK Easy Shop Limited20/F, Fun Tower, 35 Hung To Road, Kwun Tong, Kowloon, Hong Kong",34 Months,Not Disclosed,19 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
Q053754,Selective,Distribution of Free Recruitment Magazine in MTR Stations,"Job Market Publishing LimitedSing Tao News Corporation Building, 7 Chun Cheong Street, Tseung Kwan O Industrial Estate, Tseung Kwan O, New Territories, Hong Kong",2 Years,Not Disclosed,21 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
Q055234,Selective,"Collection, Conveyance, Disposal of Sewage Discharged from Kam Tin Building, Kam Sheung Road Station, Pat Heung Depot and Cleaning Out Sump Pits, Grease Traps and Interceptors from West Rail Line Stations and MTR Kam Tin Building","ISS Environmental Services (HK) Ltd.6/F, Dorset House, Taikoo Place979 King's Road, Quarry BayHong Kong",2 Years,"HK$6,867,400",29 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
Q055402,Selective,Provision of Legal Services to enforce Deed of Mutual Covenants (DMC) in Properties Managed by MTR Corporation Limited,"Deacons5/F, Alexandra House, 16 Charter Road, Central, Hong Kong",3 Years,Not Disclosed,21 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
Q055472,Selective,2-Year Term Contract for Supply of Steel Furniture,"Chung Wah Steel Furniture Factory Co. Ltd7/F, Chinaweal Centre, 414-424 Jaffe Road, Wanchai, Hong Kong",2 Years,Not Disclosed,7 Dec 2017,MTR_Tender_Dec17_table1.csv,2017,Dec17,https://www.mtr.com.hk/en/corporate/tenders/Dec17.html
1164B,Selective,Shatin to Central Link: Building Services for SCL Hong Kong Island Section,"Gammon E&M Limited25/F Devon House, Taikoo Place, 979 King's RoadQuarry Bay, Hong Kong",Not Applicable,"HK$346,800,000",14 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
815D,Selective,Express Rail Link: Supply of Seating,"Sankon Limited1/F, Lockhart Centre,301 Lockhart Road,Wanchai, Hong Kong",1 Job,"HK$3,227,226",13 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
CT130-16E,Selective,DCS Network Replacement (Phase 2),"Huawei International Co. Limited9/F, Tower 6, The Gateway,No. 9 Canton Road,Tsim Sha Tsui, KowloonHong Kong",Not Applicable,"HK$81,661,529",13 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
K1847-16E(A),Selective,Replacement of Air-Cooled Chillers at MTR Stations and Depots (Package A),"The Jardine Engineering Corporation, Limited25/F, Devon House, Taikoo Place979 King’s Road,Quarry Bay, Hong Kong",63 Nos.,"HK$474,761,000",8 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
K1847-16E(B),Selective,Replacement of Air-Cooled Chillers at MTR Stations and Depots (Package B),"Gammon E&M Limited28/F, Devon House, Taikoo Place979 King’s Road,Quarry Bay, Hong Kong",70 Nos.,"HK$439,000,000",8 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
Q049480,Selective,Operation and Management of Hung Hom Station Carpark,"Imperial Parking (Hong Kong) LimitedRoom 3113-16, 31/F, Metroplaza Tower 1, 223 Hing Fong Road,Kwai Fong, New Territories, Hong Kong",3 Years,Not Disclosed,17 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
Q049883,Selective,Term Contract for Shop Repartitioning Works at Maritime Square,"Advance Engineering (Development) LimitedUnit D, 9/F World Tech Centre,95 How Ming Street, Kwun Tong, Kowloon, Hong Kong",3 Years,"HK$49,000,000",24 Mar 2017,MTR_Tender_Mar17_table1.csv,2017,Mar17,https://www.mtr.com.hk/en/corporate/tenders/Mar17.html
Q053154,Limited*,KL016 - Modification of WRL and MOL Stations Public Address System for interface with EWL Central Public Address System at Diamond Hill and Hung Hom Stations,"Siemens Limited10/F, Tower B,Manulife Financial Centre,223-231 Wai Yip Street, Kwun Tong,Hong Kong",1 Job,"HK$7,459,613",24 Jul 2017,MTR_Tender_Jul17_table1.csv,2017,Jul17,https://www.mtr.com.hk/en/corporate/tenders/Jul17.html
C5510-18E,Selective,Replacement of Air-conditioning Package Units,"Shimizu CorporationUnit 1313-1315, Tower One, Metroplaza,No. 223 Hing Fong Road,Kwai Fong, New Territories,Hong Kong",Not Applicable,"HK$189,028,752",10 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
C7250.A-17E,Selective,Provision of Digital Advertising Panels in MTR Stations,"Shun Hing Technology Co. Ltd.9/F, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong",1 Job,"HK$55,489,650",9 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
M1173-18E(A),Selective,Maintenance Services for Portable Fire Equipment,"Merito Technical Services Limited69 Tong Yan San Tsuen Road,Yuen Long, New TerritoriesHong Kong",Not Applicable,"HK$13,269,100",24 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
M1173-18E(B),Selective,Maintenance Services for Portable Fire Equipment,"Chubb Hong Kong Limited10/F Octa Tower,8 Lam Chak Street,Kowloon Bay,Kowloon,Hong Kong",Not Applicable,"HK$7,458,070",24 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q056848(Package 1 & 3),Selective,Replacement and Overhaul of Escalators at Telford Plaza II,"Schindler Lifts (Hong Kong) Ltd29/F, Devon House,Taikoo Place, 979 King's Road,Quarry Bay,Hong Kong",1 Job,"HK$7,764,480",23 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q060515,Selective,Provision of Supply & Installation of Sign Boxes in MTR Stations (Package I),"Program Contractors Ltd13/F Wing Shing Industrial Building, 26 Ng Fong Street, San Po Kong, Kowloon, Hong Kong",2 Years,"HK$35,400,000",16 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q061165,Selective,Advertising Agency Services for Branding and Marketing Communications Campaigns,"1) iNNN Creative Solutions LtdUnit 202, 2/F, KT336, 336 Kwun Tong Road, Kwun Tong, Kowloon,Hong Kong2) Secret Tour (HK) Ltd1/F, Lok's Industrial Building, 204 Tsat Tsz Mui Road, Quarry Bay,Hong Kong3. Uth Creative Group LtdUnit C&D, 15/F, YHC Tower, 1 Sheung Yuet Road, Kowloon Bay, Kowloon,Hong Kong",2 Years,"HK$27,150,000(HK$9.05M for each contract)",16 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q062474,Selective,Operation of Kam Sheung Road Station Car Park,"Imperial Parking (Hong Kong) Ltd.Room 3113-3116, 31/F, Metroplaza Tower 1, 223 Hing Fong Rd, Kwai Fong,New Territories,Hong Kong",3 Years,Not Disclosed,24 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q063254,Selective,Consultancy Services for Provision of Technology Innovations and E&M Facilities Improvement Project at Two International Finance Centre,"JBA Consulting Engineers (Asia) LimitedUnit 2905-08 Pacific Plaza,410 Des Voeux Road West,Hong Kong",1 Job,"HK$380,000",4 Oct 2018,MTR_Tender_Oct18_table1.csv,2018,Oct18,https://www.mtr.com.hk/en/corporate/tenders/Oct18.html
Q055025,Selective,Provision of Services for Station Customer Service Centres and BackendAccountancy for the Hong Kong Section of the Guangzhou-Shenzhen-Hong Kong Express Rail Link,"International Wing Shing Security Management Limited1/F Hang Seng Castle Peak Road Building, 339 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong",3.25 Years,"HK$75,309,254",6 Jun 2018,MTR_Tender_Jun18_table1.csv,2018,Jun18,https://www.mtr.com.hk/en/corporate/tenders/Jun18.html
Q055026,Selective,"Provision of Station Assistants, Traffic Control Management and TrainAttendants for the Hong Kong Section of the Guangzhou-Shenzhen-Hong Kong Express Rail Link","International Wing Shing Security Management Limited1/F Hang Seng Castle Peak Road Building, 339 Castle Peak Road, Cheung Sha Wan, Kowloon,  Hong Kong",3.25 Years,"HK$154,739,956",6 Jun 2018,MTR_Tender_Jun18_table1.csv,2018,Jun18,https://www.mtr.com.hk/en/corporate/tenders/Jun18.html
Q055325,Selective,Provision of Maintenance Service for Train Sewage Suction System at Shek Kong Stabling Sidings of the Hong Kong Section of the Guangzhou-Shenzhen-Hong Kong Express Rail Link,"Kingsford Environmental Engineering LimitedSuite 3810, 38/F Cable Tower, 9 Hoi Shing Road, Tsuen Wan, New Territories, Hong Kong",3.25 Years,"HK$3,712,800",6 Jun 2018,MTR_Tender_Jun18_table1.csv,2018,Jun18,https://www.mtr.com.hk/en/corporate/tenders/Jun18.html
Q055947,Selective,Provision of Operation and Maintenance of Wi-Fi Services for the Hong Kong Section of Express Rail Link,"Comba Telecom Limited611 East Wing, No. 8 Science Park, West Avenue, Hong Kong Science Park, Shatin, New Territories, Hong Kong",Not Applicable,"HK$35,271,630",12 Jun 2018,MTR_Tender_Jun18_table1.csv,2018,Jun18,https://www.mtr.com.hk/en/corporate/tenders/Jun18.html
Q058924,Selective,Foundation Works for Tseung Kwan O Depot Phase II Section 4,"Paul Y. Foundation Limited16/F., Paul Y. Centre,51 Hung To Road, Kwun Tong,Kowloon, Hong Kong",Not Applicable,"HK$58,200,000",26 Jun 2018,MTR_Tender_Jun18_table1.csv,2018,Jun18,https://www.mtr.com.hk/en/corporate/tenders/Jun18.html
M1180-18E,Limited*,Maintenance Services for TETRA System for SCL,"Motorola Solutions Asia Pacific LimitedUnit 1904-1907A, 19/F, One Harbourfront, 18 Tak Fung Street, Hunghom, Hong Kong",Not Applicable,"HK$12,988,318",31 May 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q053437,Selective,Supply of Leather Uniform Shoes for Property Division,"Dr Kong Footcare LimitedRoom 14C, Vigor Industrial Building, Phase 1, 49-53 Ta Chuen Ping Street, Kwai Chung, New Territories, Hong Kong",3 Years,"HK$783,341",30 Apr 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q055130,Selective,Supply of 5.5 Ton Diesel Lorries,"Crown Motors Ltd.G/F, Goodluck Industrial Centre, 808 Lai chi Kok Road, Kowloon, Hong Kong",15 Units,Not Disclosed,11 May 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q058384,Selective,Provision of Comprehensive Cleaning Services for Designated MTR Malls,"Winson Cleaning Service Co., Ltd.Suite 2702, 27/F, Tower 2,Nina Tower, 8 Yeung Uk RoadTsuen Wan, New TerritoriesHong Kong",1 Job,"HK$122,119,680",17 May 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q059006,Selective,Provision of Creative Agency Services for Souvenir Ticket Promotion,"Richi LimitedUnit 608A, 6/F, Sunbeam Centre, 27 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",2 Years,Not Disclosed,9 May 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q059426,Selective,Group Medical Insurance for Employees and Eligible Dependants 2018-2020,"AIA International Limited8/F., AIA Financial Centre,712 Prince Edward Road, East, Kowloon, Hong Kong",2 Years,Not Disclosed,14 May 2018,MTR_Tender_May18_table1.csv,2018,May18,https://www.mtr.com.hk/en/corporate/tenders/May18.html
Q052290,Selective,Supply of Nickel-Cadmium Batteries for K-Trains and SP-Trains,"Saft Hong Kong LimitedUnit 2601, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong",1 Job,"HK$37,685,270",6 Jul 2018,MTR_Tender_Jul18_table1.csv,2018,Jul18,https://www.mtr.com.hk/en/corporate/tenders/Jul18.html
Q059402,Selective,Refurbishment of Light Rail Vehicle DC Traction Motors,"CRRC Yongji Electric Co., Ltd.No. 18 Dianji Street, Yongji City, Shanxi Province, P.R. China",1 Job,"HK$8,554,400",25 Jul 2018,MTR_Tender_Jul18_table1.csv,2018,Jul18,https://www.mtr.com.hk/en/corporate/tenders/Jul18.html
C7216.B-17E,Selective,Replacement of TV Network System and Panels,"NEC Hong Kong Limited25th Floor, The Metropolis Tower, 10 Metropolis Drive, Hunghom, Kowloon, Hong Kong",Not Applicable,"HK$135,544,640",25 Jul 2018,MTR_Tender_Jul18_table1.csv,2018,Jul18,https://www.mtr.com.hk/en/corporate/tenders/Jul18.html
